,name,grape,region,variety,rating,notes
27130,Hogue Chardonnay 1998,,"Columbia Valley, Washington",White Wine,86.0,"This Chardonnay is made in a food-friendly style, with judicious use of barrel and malolactic fermentation adding complexity without overwhelming the fresh fruit flavors.  The wine has aromas of ripe pear, apple, sweet vanilla and toast, and rich flavors of melon, ripe fig, green apple, pear and a light touch of oak.  Try this Chardonnay with salads, poultry and fish dishes."
27131,Hogue Chardonnay 2014,,"Columbia Valley, Washington",White Wine,89.0,"During the grape growing season, Eastern Washington boasts warm summer days followed by cool nights, ensuring that grapes ripen fully while retaining ample natural acidity. The 2014 Chardonnay reveals juicy apple and pear on the nose with lemon meringue pie, vanilla bean, and toast. A rich, well-balanced palate follows with flavors of fresh apple pie, lemon curd, and cream. Pair this fruit-driven, food-friendly wine with salmon-stuffed crab cakes, grilled lemon chicken, and fettuccini alfredo."
27132,Hogue Fruit Forward Cabernet-Merlot 1999,,"Columbia Valley, Washington",Red Wine,85.0,"Blending Cabernet Sauvignon and Merlot had been a tradition for centuries.  But in most cases, only a small amount of Cabernet or Merlot is added to the other for a bit of added complexity or softness.  Blending almost equal amounts of each varietal makes the resulting wine a perfect complement to both varietals: the body and character of Cabernet with the soft richness and fruit of Merlot.  The finished blend had a wonderful purple/red color, with aromas of cherry, tobacco and licorice.  A chocolaty top note lingers behind the fruit.  Flavors are of fruit and spice, complemented by a medium-rich mouthfeel and a toasty vanilla finish.  The winemakers suggest pairing it with moussaka or a rabbit fricassee."
27133,Hogue Fruit Forward Chardonnay 1999,,"Columbia Valley, Washington",White Wine,88.0,"Classic balance, with aromas of apple, poached pear, vanilla, and toasty oak-spice complexity.  The rich flavors have ripe apple, honey, and creamy nuances.  This Chardonnay's natural acidity and bright fruit flavors make it a great match with food."
27134,Hogue Fruit Forward Chardonnay 2000,,"Columbia Valley, Washington",White Wine,87.0,"Classic balance, with aromas of apple, poached pear, vanilla, and toasty oak-spice complexity.  The rich flavors have ripe apple, honey, and creamy nuances.  This Chardonnay's natural acidity and bright fruit flavors make it a great match with food."
27135,Hogue Fruit Forward Chardonnay 2000,,"Columbia Valley, Washington",White Wine,87.0,"This Chardonnay is made in a food-friendly style, with judicious use of barrel and malolactic fermentation adding complexity without overwhelming the fresh fruit flavors.  The wine has aromas of ripe pear, apple, sweet vanilla and toast, and rich flavors of melon, ripe fig, green apple, pear and a light touch of oak.  Try this Chardonnay with salads, poultry and fish dishes."
27136,Hogue Fruit Forward Fume Blanc 2000,,"Columbia Valley, Washington",White Wine,86.0,"Making a consistently great Fumé Blanc requires paying keen attention to ripeness. Picking too early results in green, undeveloped flavors in the wine. Picking too late produces an alcoholic, flabby wine without enough balancing acidity. Picking at optimal ripeness makes a wine that tastes like a recently ripened peach or guava fruit with refreshing acidity. Our 2000 Fumé Blanc has well-developed aromas of fresh cut hay, peach, guava and vanilla with a hint of smokiness. Some subtle notes of dried fig and rosemary hide behind the bright fruit. On the palate the wine is crisp and tight with moderate weight and varietal flavors of citrus, fine herbs and guava. Try this Fume Blanc with steamed clams or mussels, or with softshell crab."
27137,Hogue Fruit Forward Fume Blanc 2001,,"Columbia Valley, Washington",White Wine,86.0,"Making a consistently great Fumé Blanc requires paying keen attention to ripeness. Picking too early results in green, undeveloped flavors in the wine. Picking too late produces an alcoholic, flabby wine without enough balancing acidity. Picking at optimal ripeness makes a wine that tastes like a recently ripened peach or guava fruit with refreshing acidity. Our 2000 Fumé Blanc has well-developed aromas of fresh cut hay, peach, guava and vanilla with a hint of smokiness. Some subtle notes of dried fig and rosemary hide behind the bright fruit. On the palate the wine is crisp and tight with moderate weight and varietal flavors of citrus, fine herbs and guava. Try this Fume Blanc with steamed clams or mussels, or with softshell crab."
27138,Hogue Fruit Forward Gewurztraminer 2000,,"Columbia Valley, Washington",White Wine,87.0,"During the grape growing season, eastern Washington boasts warm summer days followed by cool nights, ensuring that grapes ripen fully while retaining ample natural acidity. Our 2000 Fruit Forward Gewürztraminer shows that classic balance. On the nose, the wine has classic lychee and grapefruit notes, with vanilla, anise and apricot complexities. The rich flavors on the palate echo the aromas, with plenty of grapefruit, lychee and rose petal. Medium bodied, this Gewürztraminer would be perfect with yellow curries or Pad Thai."
27139,Hogue Fruit Forward Johannisberg Riesling 2002,,"Columbia Valley, Washington",White Wine,88.0,"Riesling makes some of the greatest wines in the world when planted in the right vineyard site.  Eastern Washington has a climate similar to that of northern Germany, where the great Rieslings of the Rhein are made.  Riesling a late ripening variety, thrives in Washingtons cool winters and warm, dry summers. At optimum ripeness it develops a trademark apricot, tangerine, citrus and kiwi flavors with vanilla, clove and cinnamon complexities in the nose.  While weve left a small amount of residual sugar in the 1999 Riesling, its balanced acidity keeps the finish crisp and lingering.  Its flavorful enough to pair with blue cheese and complex enough to stand up to a spicy Thai meal."
27140,Hogue Fruit Forward Merlot 2000,,"Columbia Valley, Washington",Red Wine,89.0,"This is the first time we've bottled a Fruit Forward Merlot. The expansion of our Vineyard Selection Merlot program over the past three years has led us to many new grape sources and provided some high-quality lots that we can now utilize in the Fruit Forward Merlot. Because eastern Washington has such a long growing season, Merlot matures more slowly here, giving it plenty of time to develop the right sugar and acid balance, along with ripe, developed flavors. Aromas are of oak toast & spice, with a sweet rich mid-palate, and vanilla, cassis, nutmeg, cocoa, fig, and marzipan flavors. Intense fruit and good structure add to its character."
27141,Hogue Fruit Forward Pinot Gris 1999,,"Yakima Valley, Columbia Valley, Washington",White Wine,86.0,"This is Hogue's second vintage for Pinot Gris (Pinot Grigio in Italy). Named for its characteristic ""gris"" or grayish color, the grape variety is grown throughout the world and is a great addition to eastern Washington's Columbia Valley. Our 1999 Pinot Gris has vanilla, peach, pear and light grapefruit aromas. The palate is moderately rich, with good crispness and ripe apple and peach flavors. Pair this wine with Oysters Rockefeller or a picnic lunch of chicken salad (with toasted sliced almonds, of course) and sourdough bread."
27142,Hogue Fruit Forward Pinot Gris 2000,,"Yakima Valley, Columbia Valley, Washington",White Wine,86.0,"Pinot Gris has rapidly become a popular grape in the Northwest. Known as Pinot Grigio in Italy, the grape makes a refreshing white with plenty of fruit character. It's named for its characteristic ""gris"" or grayish color but actually the grapes take on a pink and even purple caste as they ripen. Our 2000 Pinot Gris has up front aromas of melon, peach and guava, and the flavors are similar, with loads of ripe apple and peach and a hint of vanilla. The wine has good weight and structure on the palate. The winemakers suggest pairing the 2000 Pinot Gris with poached halibut or homemade pizza with garlic, olive oil and Niçoise olives."
27143,Hogue Fruit Forward Semillon 1999,,"Columbia Valley, Washington",White Wine,88.0,"HOGUES 1999 Semillon has aromas of dried apricot, lychee, spice, rose petal and tangerine. The palate offers similar flavors, a slight herbal note, round mouthfeel and a crisp finish. Semillon is one of the winemaking teams favorite white wines, due in large part to its compatibility with a wide range of foods. Try this wine with delicate seafood such as grilled oysters or steamed clams; sushi is a great match, too."
27144,Hogue Genesis Cabernet Sauvignon 1999,,"Columbia Valley, Washington",Red Wine,88.0,"The rich flavors in this wine comes primarily from Cabernet Sauvignon, but are enhanced by the addition of 15% Merlot for elegance and 4% Lemberger and Cabernet Franc for character. The resulting wine has cherry, cranberry, and vanilla aromas and flavors integrated with toasty oak. A slight bell pepper note in the background adds complexity. The texture is soft and velvety, with nice oak, vanilla and clove note in the balanced tannic finish."
27145,Hogue Genesis Cabernet Sauvignon 2004,,"Columbia Valley, Washington",Red Wine,86.0,"""Firm and chewy, with a creamy, spicy overtone to the modest berry flavors, lingering on the floral finish.  Drink now through 2012."""
27146,Hogue Genesis Cabernet Sauvignon 2006,,"Columbia Valley, Washington",Red Wine,88.0,"For our Genesis brand wines, we seek grapes from some of the most distinctive vineyard sites in Eastern Washington. The 2006 vintage showcases fruit from two of the state's premiere sites for Cabernet—Horse Heaven Hills and Wahluke Slope, where the desert-like conditions of very warm days, cool nights and drying winds allow the grapes to fully ripen with little threat from disease. Classic Cabernet flavors of cassis, berry and plum mingle harmoniously with light oak spice and an understated sage note. The wine is soft and plush on the palate, with velvety tannins and an aromatic finish."
27147,Hogue Genesis Cabernet Sauvignon 2007,,"Columbia Valley, Washington",Red Wine,89.0,"76% Cabernet Sauvignon, 18% Merlot, 5% Syrah, 1% Lemberger. "
27148,Hogue Genesis Cabernet Sauvignon 2013,,"Columbia Valley, Washington",Red Wine,90.0,"The 2013 Cabernet Sauvignon opens with blueberry, cherry, strawberry, molasses, dried tobacco leaf, toast, and cream. The palate is rich and creamy with blackberry, vanilla, maple, cocoa, and spice flavors. "
27149,Hogue Genesis Chardonnay 2002,,"Columbia Valley, Washington",White Wine,87.0,"For our 2002 Genesis Chardonnay we combined three vineyards so that the finished blend expresses the best character of each: tropical fruit, crème brulee, and pineapple. The oak is well integrated and rich flavors of pineapple, vanilla, juniper, and nutmeg are soft on the palate. Intense flavor concentration in the wine allowed for 89% of the wine to undergo malolactic fermentation and still retain its crispness and fruit. Ten months of barrel aging developed rich, complex aromas that complement the intense fruit and malolactic character. This lush wine should pair especially well with poultry dishes or halibut with curried apple butter."
